restaurant_name,country_code,city,cuisines,average_cost_for_two,currency,has_table_booking,has_online_delivery,is_delivering_now,price_range,aggregate_rating,rating_color,rating_text,votes,price_category
Aurangzeb Rd,1,New Delhi,North Indian,500,Indian Rupees(Rs.),0,1,Yes,2,3.4,Orange,Average,23,Mid-range
Bengali Sweet Corner,1,New Delhi,South Indian,200,Indian Rupees(Rs.),0,0,No,1,3.0,Orange,Average,7,Budget
Cafe Coffee Day,1,New Delhi,Cafe,450,Indian Rupees(Rs.),0,0,No,1,2.6,Orange,Average,23,Mid-range
Chinese K. Food,1,New Delhi,Chinese,300,Indian Rupees(Rs.),0,0,No,1,2.9,Orange,Average,4,Budget
Chocowell,1,New Delhi,Desserts,150,Indian Rupees(Rs.),0,0,No,1,3.2,Orange,Average,15,Budget
Choice,1,New Delhi,South Indian,500,Indian Rupees(Rs.),0,0,No,2,3.0,Orange,Average,4,Mid-range
Desi Street,1,New Delhi,North Indian,350,Indian Rupees(Rs.),0,0,No,1,3.1,Orange,Average,13,Mid-range
Enigma Lounge,1,New Delhi,Chinese,750,Indian Rupees(Rs.),0,0,No,2,2.8,Orange,Average,8,Mid-range
Flavors Of London,1,New Delhi,Desserts,200,Indian Rupees(Rs.),0,0,No,1,3.0,Orange,Average,7,Budget
Frontier,1,New Delhi,Bakery,200,Indian Rupees(Rs.),0,0,No,1,3.0,Orange,Average,4,Budget
Green Chick Chop,1,New Delhi,Raw Meats,350,Indian Rupees(Rs.),0,0,No,1,3.2,Orange,Average,16,Mid-range
Hot House Grill,1,New Delhi,Fast Food,300,Indian Rupees(Rs.),0,1,No,1,3.2,Orange,Average,10,Budget
Kanshi Ram Chole Kulche Wala,1,New Delhi,Street Food,150,Indian Rupees(Rs.),0,0,No,1,3.4,Orange,Average,13,Budget
Kents Fast Food,1,New Delhi,North Indian,900,Indian Rupees(Rs.),0,0,No,2,2.8,Orange,Average,12,Expensive
Paharia Meat & Chicken Shop,1,New Delhi,North Indian,250,Indian Rupees(Rs.),0,0,No,1,2.8,Orange,Average,12,Budget
Palji Corner,1,New Delhi,North Indian,150,Indian Rupees(Rs.),0,0,No,1,3.3,Orange,Average,30,Budget
Paratha Hi Paratha,1,New Delhi,North Indian,100,Indian Rupees(Rs.),0,0,No,1,3.1,Orange,Average,10,Budget
Picasso Roof Top,1,New Delhi,Continental,1100,Indian Rupees(Rs.),1,0,No,3,3.1,Orange,Average,15,Expensive
RK Dosa,1,New Delhi,South Indian,150,Indian Rupees(Rs.),0,0,No,1,2.8,Orange,Average,12,Budget
Sandoz,1,New Delhi,Chinese,600,Indian Rupees(Rs.),0,1,No,2,2.6,Orange,Average,32,Mid-range
Sardar Ji,1,New Delhi,North Indian,120,Indian Rupees(Rs.),0,0,No,1,3.0,Orange,Average,7,Budget
Satkar Fast Food,1,New Delhi,North Indian,200,Indian Rupees(Rs.),0,0,No,1,2.8,Orange,Average,20,Budget
Sweetheart Cupcakes,1,New Delhi,Desserts,150,Indian Rupees(Rs.),0,0,No,1,3.1,Orange,Average,21,Budget
The Earthen Grill,1,New Delhi,North Indian,350,Indian Rupees(Rs.),0,0,No,1,3.2,Orange,Average,14,Mid-range
Twenty Four Seven,1,New Delhi,Fast Food,300,Indian Rupees(Rs.),0,0,No,1,2.8,Orange,Average,14,Budget
A Patisseries Gallery,1,New Delhi,Bakery,200,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Aggarwal Bikaneri Sweets,1,New Delhi,Mithai,100,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Aggarwal Sweets & Bakers,1,New Delhi,Desserts,200,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,1,Budget
Avatar Da Dhaba,1,New Delhi,North Indian,200,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Bengali Restaurant,1,New Delhi,Bengali,150,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Biryani Express,1,New Delhi,Biryani,200,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Brahm Point Fast Food,1,New Delhi,Fast Food,150,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Chinese Hot,1,New Delhi,Chinese,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,1,Budget
Curry Man,1,New Delhi,North Indian,200,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Diya Chinese Food,1,New Delhi,Chinese,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Foodies,1,New Delhi,Chinese,400,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Mid-range
Fresh Meat CO,1,New Delhi,Raw Meats,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Hans Fast Food Center,1,New Delhi,Fast Food,150,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Happy Hours,1,New Delhi,Chinese,200,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Khalsa Eating Point,1,New Delhi,North Indian,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Krishna Yummy Foods,1,New Delhi,North Indian,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,1,Budget
Laxmi Dhaba,1,New Delhi,North Indian,100,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,1,Budget
Milan Shudh Vaishno,1,New Delhi,North Indian,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,3,Budget
Milko Sweets Corner,1,New Delhi,Mithai,100,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
New Punjabi Chaap Corner,1,New Delhi,Chinese,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Nik's Chawla Chik Inn,1,New Delhi,North Indian,600,Indian Rupees(Rs.),0,0,No,2,0.0,White,Not rated,2,Mid-range
Paras Corner,1,New Delhi,Chinese,150,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Punjabi Tadka,1,New Delhi,North Indian,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Sardar A Pure Meat Shop,1,New Delhi,Raw Meats,150,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Shahi Hyderbadi Biryani,1,New Delhi,Mughlai,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Shashi's China Wok,1,New Delhi,Chinese,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Urban Palate,1,New Delhi,Fast Food,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Wrapss,1,New Delhi,Chinese,350,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,1,Mid-range
China Kitchen,1,New Delhi,Chinese,350,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Mid-range
Chowringhee,1,New Delhi,Fast Food,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
D-Food,1,New Delhi,Chinese,500,Indian Rupees(Rs.),0,0,No,2,0.0,White,Not rated,0,Mid-range
Kith N Kin Cafeteria,1,New Delhi,Chinese,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Lazeez Rasoi,1,New Delhi,Chinese,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Red Rose Restaurant,1,New Delhi,Fast Food,450,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Mid-range
Shri Bikaner Sweets & Restaurant,1,New Delhi,North Indian,500,Indian Rupees(Rs.),0,0,No,2,0.0,White,Not rated,0,Mid-range
Welcome Family Restaurant,1,New Delhi,North Indian,400,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Mid-range
Al Bake,1,New Delhi,North Indian,400,Indian Rupees(Rs.),0,0,No,1,2.7,Orange,Average,38,Mid-range
Americana Kitchen and Bar,1,New Delhi,American,1900,Indian Rupees(Rs.),1,0,No,3,2.8,Orange,Average,105,Expensive
Bawa Snacks Corner,1,New Delhi,North Indian,150,Indian Rupees(Rs.),0,0,No,1,2.8,Orange,Average,11,Budget
Bhimsain's Bengali Sweet House,1,New Delhi,Mithai,450,Indian Rupees(Rs.),0,0,No,1,2.9,Orange,Average,4,Mid-range
Cafe Coffee Day,1,New Delhi,Cafe,450,Indian Rupees(Rs.),0,0,No,1,3.1,Orange,Average,13,Mid-range
Cafe Coffee Day,1,New Delhi,Cafe,450,Indian Rupees(Rs.),0,1,No,1,3.0,Orange,Average,38,Mid-range
Dolce Gelato,1,New Delhi,Ice Cream,300,Indian Rupees(Rs.),0,1,No,1,3.2,Orange,Average,9,Budget
Domino's Pizza,1,New Delhi,Pizza,700,Indian Rupees(Rs.),0,0,No,2,3.0,Orange,Average,71,Mid-range
Gopala,1,New Delhi,North Indian,150,Indian Rupees(Rs.),0,0,No,1,3.0,Orange,Average,12,Budget
New Punjabi Khana,1,New Delhi,North Indian,200,Indian Rupees(Rs.),0,0,No,1,3.1,Orange,Average,8,Budget
New Vishal Corner,1,New Delhi,North Indian,250,Indian Rupees(Rs.),0,0,No,1,3.1,Orange,Average,14,Budget
Punjabi Khana,1,New Delhi,North Indian,200,Indian Rupees(Rs.),0,0,No,1,3.2,Orange,Average,14,Budget
Rajshree,1,New Delhi,South Indian,250,Indian Rupees(Rs.),0,0,No,1,3.1,Orange,Average,11,Budget
Snack Junction,1,New Delhi,North Indian,250,Indian Rupees(Rs.),0,0,No,1,3.0,Orange,Average,27,Budget
Sona,1,New Delhi,North Indian,400,Indian Rupees(Rs.),0,0,No,1,3.4,Orange,Average,29,Mid-range
Southy,1,New Delhi,South Indian,450,Indian Rupees(Rs.),0,1,No,1,2.5,Orange,Average,94,Mid-range
The First Floor,1,New Delhi,North Indian,1000,Indian Rupees(Rs.),1,1,No,3,3.1,Orange,Average,14,Expensive
Hype,1,New Delhi,Finger Food,4700,Indian Rupees(Rs.),0,0,No,4,3.7,Yellow,Good,142,Luxury
McDonald's,1,New Delhi,Fast Food,500,Indian Rupees(Rs.),0,1,No,2,3.7,Yellow,Good,177,Mid-range
New Punjabi Khana,1,New Delhi,North Indian,200,Indian Rupees(Rs.),0,0,No,1,3.9,Yellow,Good,104,Budget
Pizza Hut Delivery,1,New Delhi,Italian,800,Indian Rupees(Rs.),0,1,No,2,3.6,Yellow,Good,103,Mid-range
Shree Rathnam,1,New Delhi,South Indian,800,Indian Rupees(Rs.),0,0,No,2,3.6,Yellow,Good,58,Mid-range
Subway,1,New Delhi,American,500,Indian Rupees(Rs.),0,0,No,2,3.6,Yellow,Good,142,Mid-range
Al Mughal,1,New Delhi,Mughlai,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Anupama Restaurant,1,New Delhi,North Indian,150,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,1,Budget
Cafe Einstein,1,New Delhi,North Indian,550,Indian Rupees(Rs.),0,0,No,2,0.0,White,Not rated,1,Mid-range
Delicious Eating Corner,1,New Delhi,North Indian,400,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Mid-range
Gupta Rasoi,1,New Delhi,North Indian,200,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,1,Budget
Paras Chicken Point,1,New Delhi,North Indian,400,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,1,Mid-range
Ralhan Eating Corner,1,New Delhi,North Indian,200,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Pind Balluchi,1,New Delhi,North Indian,1000,Indian Rupees(Rs.),1,1,No,3,2.4,Red,Poor,184,Expensive
Oh! Calcutta,1,New Delhi,Bengali,1400,Indian Rupees(Rs.),1,1,No,3,4.4,Green,Very Good,1293,Expensive
Alcoholic Lounge & Bar,1,New Delhi,Finger Food,1800,Indian Rupees(Rs.),1,0,No,3,2.8,Orange,Average,21,Expensive
Baljeet's Amritsari Koolcha,1,New Delhi,North Indian,300,Indian Rupees(Rs.),0,0,No,1,3.1,Orange,Average,110,Budget
Bikanervala,1,New Delhi,North Indian,550,Indian Rupees(Rs.),0,1,No,2,3.4,Orange,Average,89,Mid-range
Cafe Coffee Day,1,New Delhi,Cafe,450,Indian Rupees(Rs.),0,0,No,1,3.3,Orange,Average,32,Mid-range
Chicago Pizza,1,New Delhi,Fast Food,500,Indian Rupees(Rs.),0,1,No,2,3.4,Orange,Average,42,Mid-range
Cocoberry,1,New Delhi,Desserts,300,Indian Rupees(Rs.),0,1,No,1,3.3,Orange,Average,32,Budget
Dilli Chaap Wale,1,New Delhi,North Indian,450,Indian Rupees(Rs.),0,0,No,1,3.4,Orange,Average,24,Mid-range
Dips,1,New Delhi,South Indian,300,Indian Rupees(Rs.),0,0,No,1,2.8,Orange,Average,23,Budget
Domino's Pizza,1,New Delhi,Pizza,700,Indian Rupees(Rs.),0,0,No,2,3.4,Orange,Average,85,Mid-range
Gullu's,1,New Delhi,North Indian,550,Indian Rupees(Rs.),0,0,No,2,2.9,Orange,Average,45,Mid-range
Hashtag Foods,1,New Delhi,Fast Food,300,Indian Rupees(Rs.),0,1,No,1,3.4,Orange,Average,80,Budget
Mini Meals,1,New Delhi,North Indian,300,Indian Rupees(Rs.),0,0,No,1,2.7,Orange,Average,66,Budget
No Name - Taste Hi Kaafi Hai,1,New Delhi,Burger,400,Indian Rupees(Rs.),0,1,No,1,3.2,Orange,Average,31,Mid-range
Pind Balluchi,1,New Delhi,North Indian,1000,Indian Rupees(Rs.),1,1,No,3,2.7,Orange,Average,261,Expensive
Pizza Hut,1,New Delhi,Italian,1000,Indian Rupees(Rs.),0,1,No,3,3.3,Orange,Average,211,Expensive
Raj Bhature wala,1,New Delhi,North Indian,350,Indian Rupees(Rs.),0,1,No,1,3.4,Orange,Average,84,Mid-range
Rolls Tiger,1,New Delhi,Fast Food,450,Indian Rupees(Rs.),0,1,No,1,3.4,Orange,Average,49,Mid-range
SGF - Spice Grill Flame,1,New Delhi,North Indian,500,Indian Rupees(Rs.),0,1,No,2,3.4,Orange,Average,80,Mid-range
Smoksha Cafe and Lounge,1,New Delhi,Cafe,600,Indian Rupees(Rs.),0,0,No,2,3.4,Orange,Average,60,Mid-range
Subway,1,New Delhi,American,500,Indian Rupees(Rs.),0,1,No,2,3.4,Orange,Average,131,Mid-range
Sura Vie,1,New Delhi,North Indian,1400,Indian Rupees(Rs.),1,1,No,3,3.4,Orange,Average,391,Expensive
Billu's Hut,1,New Delhi,Fast Food,350,Indian Rupees(Rs.),0,0,No,1,3.9,Yellow,Good,813,Mid-range
BTW,1,New Delhi,Street Food,200,Indian Rupees(Rs.),0,0,No,1,3.7,Yellow,Good,459,Budget
Burger King,1,New Delhi,Burger,500,Indian Rupees(Rs.),0,1,No,2,3.6,Yellow,Good,426,Mid-range
Cafe Coffee Day,1,New Delhi,Cafe,450,Indian Rupees(Rs.),0,0,No,1,3.5,Yellow,Good,50,Mid-range
Chills 'n' Grills,1,New Delhi,Fast Food,350,Indian Rupees(Rs.),0,1,No,1,3.6,Yellow,Good,69,Mid-range
Fusion N Food,1,New Delhi,Fast Food,300,Indian Rupees(Rs.),0,0,No,1,3.8,Yellow,Good,22,Budget
Giani,1,New Delhi,Ice Cream,400,Indian Rupees(Rs.),0,1,No,1,3.6,Yellow,Good,87,Mid-range
Hot Spot,1,New Delhi,Fast Food,400,Indian Rupees(Rs.),0,0,No,1,3.8,Yellow,Good,201,Mid-range
La Americana,1,New Delhi,Fast Food,450,Indian Rupees(Rs.),0,1,No,1,3.6,Yellow,Good,139,Mid-range
Mogambo Khush Hua,1,New Delhi,Chinese,400,Indian Rupees(Rs.),0,1,No,1,3.8,Yellow,Good,121,Mid-range
Niti Shake & Ice Cream Hub,1,New Delhi,Desserts,200,Indian Rupees(Rs.),0,0,No,1,3.8,Yellow,Good,23,Budget
Pacific Asia,1,New Delhi,North Indian,1200,Indian Rupees(Rs.),1,1,No,3,3.7,Yellow,Good,151,Expensive
Papa Veg Chinese Food,1,New Delhi,Chinese,450,Indian Rupees(Rs.),0,1,No,1,3.8,Yellow,Good,29,Mid-range
Pasta Hut,1,New Delhi,Fast Food,400,Indian Rupees(Rs.),0,0,No,1,3.5,Yellow,Good,82,Mid-range
Ram G Snacks & Food Corner,1,New Delhi,North Indian,150,Indian Rupees(Rs.),0,0,No,1,3.5,Yellow,Good,34,Budget
Sandwich King,1,New Delhi,Fast Food,500,Indian Rupees(Rs.),0,0,No,2,3.8,Yellow,Good,99,Mid-range
Shake Eat Up,1,New Delhi,Fast Food,400,Indian Rupees(Rs.),0,0,No,1,3.9,Yellow,Good,155,Mid-range
Starbucks,1,New Delhi,Cafe,700,Indian Rupees(Rs.),0,0,No,2,3.7,Yellow,Good,294,Mid-range
The Chai Story,1,New Delhi,Cafe,300,Indian Rupees(Rs.),0,0,No,1,3.6,Yellow,Good,22,Budget
Themis Barbecue House,1,New Delhi,North Indian,1400,Indian Rupees(Rs.),1,0,No,3,3.8,Yellow,Good,457,Expensive
Utsav,1,New Delhi,Bakery,250,Indian Rupees(Rs.),0,0,No,1,3.5,Yellow,Good,13,Budget
Barbeque Nation,1,New Delhi,North Indian,1600,Indian Rupees(Rs.),0,0,No,3,4.1,Green,Very Good,937,Expensive
Bistro 57,1,New Delhi,Fast Food,500,Indian Rupees(Rs.),0,0,No,2,4.0,Green,Very Good,20,Mid-range
Calendar Khana Laao,1,New Delhi,North Indian,1000,Indian Rupees(Rs.),0,1,No,3,4.2,Green,Very Good,42,Expensive
Chaayos,1,New Delhi,Cafe,400,Indian Rupees(Rs.),0,1,No,1,4.1,Green,Very Good,156,Mid-range
Eleven Course,1,New Delhi,North Indian,1650,Indian Rupees(Rs.),0,0,No,3,4.0,Green,Very Good,537,Expensive
Sinciti,1,New Delhi,North Indian,1200,Indian Rupees(Rs.),1,1,No,3,4.0,Green,Very Good,277,Expensive
Admission Lounge,1,New Delhi,North Indian,2500,Indian Rupees(Rs.),1,0,No,4,2.7,Orange,Average,24,Luxury
Al Zaika,1,New Delhi,North Indian,700,Indian Rupees(Rs.),0,0,No,2,2.9,Orange,Average,8,Mid-range
Angels in my Kitchen,1,New Delhi,Bakery,350,Indian Rupees(Rs.),0,1,No,1,3.2,Orange,Average,88,Mid-range
Asian Curry,1,New Delhi,Thai,800,Indian Rupees(Rs.),0,0,No,2,3.0,Orange,Average,5,Mid-range
Chaska,1,New Delhi,Fast Food,500,Indian Rupees(Rs.),0,0,No,2,3.3,Orange,Average,47,Mid-range
Chik Chow,1,New Delhi,North Indian,650,Indian Rupees(Rs.),0,1,No,2,3.3,Orange,Average,62,Mid-range
Deep Sweet Corner,1,New Delhi,North Indian,400,Indian Rupees(Rs.),0,0,No,1,2.7,Orange,Average,16,Mid-range
Deepika Khaitan's Cakes,1,New Delhi,Bakery,700,Indian Rupees(Rs.),0,0,No,2,2.9,Orange,Average,4,Mid-range
Dhaba On Wheels,1,New Delhi,North Indian,600,Indian Rupees(Rs.),0,0,No,2,2.7,Orange,Average,15,Mid-range
Domino's Pizza,1,New Delhi,Pizza,700,Indian Rupees(Rs.),0,0,No,2,2.8,Orange,Average,95,Mid-range
Evergreen Sweets,1,New Delhi,North Indian,350,Indian Rupees(Rs.),0,0,No,1,2.8,Orange,Average,14,Mid-range
Gopala,1,New Delhi,Mithai,250,Indian Rupees(Rs.),0,0,No,1,3.0,Orange,Average,7,Budget
Green Chick Chop,1,New Delhi,Raw Meats,350,Indian Rupees(Rs.),0,0,No,1,3.0,Orange,Average,12,Mid-range
Halal Pizza Fun,1,New Delhi,Pizza,450,Indian Rupees(Rs.),0,0,No,1,3.1,Orange,Average,7,Mid-range
Keventers,1,New Delhi,Beverages,400,Indian Rupees(Rs.),0,1,No,1,3.3,Orange,Average,13,Mid-range
Khan Chicken Biryani,1,New Delhi,North Indian,500,Indian Rupees(Rs.),0,0,No,2,2.9,Orange,Average,9,Mid-range
McDonald's,1,New Delhi,Fast Food,500,Indian Rupees(Rs.),0,1,No,2,3.4,Orange,Average,127,Mid-range
Midnight Bites,1,New Delhi,North Indian,550,Indian Rupees(Rs.),0,0,No,2,3.1,Orange,Average,10,Mid-range
Moti Mahal Delux,1,New Delhi,North Indian,800,Indian Rupees(Rs.),0,1,No,2,2.9,Orange,Average,44,Mid-range
MT Everest Food Corner,1,New Delhi,North Indian,700,Indian Rupees(Rs.),0,0,No,2,2.9,Orange,Average,28,Mid-range
Muradabad Ki Mashoor Sama Chicken Biryani,1,New Delhi,Biryani,350,Indian Rupees(Rs.),0,0,No,1,2.9,Orange,Average,5,Mid-range
New Laziz,1,New Delhi,North Indian,550,Indian Rupees(Rs.),0,0,No,2,2.9,Orange,Average,6,Mid-range
Talab South Indian Restaurant,1,New Delhi,South Indian,200,Indian Rupees(Rs.),0,0,No,1,2.7,Orange,Average,14,Budget
Tipu Sultan Chicken Point,1,New Delhi,Biryani,250,Indian Rupees(Rs.),0,0,No,1,3.2,Orange,Average,27,Budget
Yo Wok,1,New Delhi,Chinese,750,Indian Rupees(Rs.),1,0,No,2,2.8,Orange,Average,4,Mid-range
Zoet Desserts,1,New Delhi,Bakery,600,Indian Rupees(Rs.),0,0,No,2,3.0,Orange,Average,8,Mid-range
Zooby's Kitchen,1,New Delhi,North Indian,800,Indian Rupees(Rs.),0,0,No,2,2.8,Orange,Average,21,Mid-range
Hotel Malabar,1,New Delhi,Kerala,400,Indian Rupees(Rs.),0,0,No,1,3.6,Yellow,Good,129,Mid-range
Hwealthcafe,1,New Delhi,Cafe,800,Indian Rupees(Rs.),0,1,No,2,3.5,Yellow,Good,29,Mid-range
Noorjahan,1,New Delhi,North Indian,700,Indian Rupees(Rs.),0,0,No,2,3.8,Yellow,Good,17,Mid-range
Pizza Hut Delivery,1,New Delhi,Italian,800,Indian Rupees(Rs.),0,1,No,2,3.9,Yellow,Good,189,Mid-range
Sushiya Express,1,New Delhi,Sushi,800,Indian Rupees(Rs.),0,1,No,2,3.5,Yellow,Good,30,Mid-range
Tuptakes,1,New Delhi,Bakery,350,Indian Rupees(Rs.),0,0,No,1,3.6,Yellow,Good,52,Mid-range
Annapurna Food Point,1,New Delhi,North Indian,200,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,1,Budget
Arabian & Turkish Cafí©,1,New Delhi,Turkish,400,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Mid-range
Brij Palace Restaurant,1,New Delhi,North Indian,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Bruncheez,1,New Delhi,Fast Food,150,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Buena Tierra,1,New Delhi,Bakery,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Cafe Coffee Day,1,New Delhi,Cafe,450,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Mid-range
Chokoreto - The Cake Design Studio,1,New Delhi,Bakery,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,1,Budget
Crazylicious Cakes N Desserts,1,New Delhi,Bakery,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Budget
Halal Pizza 'n' Joy,1,New Delhi,Pizza,450,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Mid-range
Shree Bhojnalaya,1,New Delhi,North Indian,100,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Shree Laxmi Dhaba,1,New Delhi,North Indian,100,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,3,Budget
Swaad Restaurant,1,New Delhi,North Indian,700,Indian Rupees(Rs.),0,0,No,2,0.0,White,Not rated,2,Mid-range
The Bay Leaf,1,New Delhi,Chinese,500,Indian Rupees(Rs.),0,0,No,2,0.0,White,Not rated,1,Mid-range
Lotus Pond,1,New Delhi,Chinese,1800,Indian Rupees(Rs.),1,1,No,3,4.2,Green,Very Good,391,Expensive
Cafe Turtle,1,New Delhi,Cafe,1000,Indian Rupees(Rs.),0,0,No,3,3.2,Orange,Average,36,Expensive
Gulfam Kashmiri Wazwan,1,New Delhi,Mughlai,300,Indian Rupees(Rs.),0,0,No,1,3.4,Orange,Average,38,Budget
Kit Care Kabab Corner,1,New Delhi,North Indian,350,Indian Rupees(Rs.),0,0,No,1,2.9,Orange,Average,10,Mid-range
Liter Basar,1,New Delhi,Bakery,350,Indian Rupees(Rs.),0,0,No,1,3.1,Orange,Average,7,Mid-range
N. Iqbal Restaurant,1,New Delhi,North Indian,350,Indian Rupees(Rs.),0,0,No,1,3.2,Orange,Average,40,Mid-range
Ghalib Kabab Corner,1,New Delhi,Mughlai,300,Indian Rupees(Rs.),0,0,No,1,3.9,Yellow,Good,251,Budget
Karim's,1,New Delhi,Mughlai,800,Indian Rupees(Rs.),1,1,No,2,3.7,Yellow,Good,360,Mid-range
Chick Fish Point,1,New Delhi,North Indian,350,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,2,Mid-range
Monis Kada Hotel,1,New Delhi,Mughlai,400,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Mid-range
Comesum,1,New Delhi,Fast Food,350,Indian Rupees(Rs.),0,0,No,1,2.2,Red,Poor,251,Mid-range
Lunch Express,1,New Delhi,North Indian,250,Indian Rupees(Rs.),0,0,No,1,3.3,Orange,Average,27,Budget
Aloo Bhaji Restaurant,1,New Delhi,North Indian,500,Indian Rupees(Rs.),0,0,No,2,0.0,White,Not rated,0,Mid-range
Chinese Corner,1,New Delhi,Chinese,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Gupta Bhojnalya,1,New Delhi,North Indian,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Sam's 22,1,New Delhi,Fast Food,250,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
The Bakery,1,New Delhi,Bakery,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Twenty Four Seven,1,New Delhi,Fast Food,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Vishal Snacks,1,New Delhi,North Indian,300,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
Chawla Dhaba,1,New Delhi,North Indian,500,Indian Rupees(Rs.),0,1,No,2,3.0,Orange,Average,10,Mid-range
Shri Gupta'z,1,New Delhi,Mughlai,500,Indian Rupees(Rs.),0,0,No,2,3.2,Orange,Average,18,Mid-range
The Golden Leaf,1,New Delhi,North Indian,700,Indian Rupees(Rs.),0,0,No,2,3.0,Orange,Average,6,Mid-range
Red Moon Bakery,1,New Delhi,Bakery,400,Indian Rupees(Rs.),0,0,No,1,3.5,Yellow,Good,26,Mid-range
Cafe Point,1,New Delhi,Fast Food,100,Indian Rupees(Rs.),0,0,No,1,0.0,White,Not rated,0,Budget
TLC Kitchen,1,New Delhi,Healthy Food,600,Indian Rupees(Rs.),0,0,No,2,0.0,White,Not rated,2,Mid-range
Berco's,1,New Delhi,Chinese,1100,Indian Rupees(Rs.),1,0,No,3,3.1,Orange,Average,5,Expensive
Bikano Chat Cafe,1,New Delhi,North Indian,500,Indian Rupees(Rs.),0,0,No,2,2.6,Orange,Average,55,Mid-range
BonJuz,1,New Delhi,Healthy Food,200,Indian Rupees(Rs.),0,0,No,1,3.1,Orange,Average,8,Budget
Cafe Coffee Day - The Lounge,1,New Delhi,Cafe,750,Indian Rupees(Rs.),0,0,No,2,2.6,Orange,Average,29,Mid-range
